# Converted file from inputfile Cs137_OhneWuerfel.CHN
# MCA number or Detector number: 1
# Segment number (set to 1 in UMCBI): 1
# ASCII seconds of start time: 12851
# Real Time (s): 306.400
# Live Time (s) : 305.500
# Start Date (DDMMMYY): 31DEC99
# Start time (HHMM): 0954
# Channel offset of data: 0
# Number of channels (length of data): 1024

# Data: 

0 	 0
1 	 0
2 	 0
3 	 0
4 	 0
5 	 0
6 	 0
7 	 0
8 	 14
9 	 37
10 	 83
11 	 218
12 	 193
13 	 254
14 	 260
15 	 269
16 	 261
17 	 300
18 	 294
19 	 281
20 	 291
21 	 279
22 	 320
23 	 335
24 	 318
25 	 319
26 	 317
27 	 303
28 	 357
29 	 291
30 	 328
31 	 321
32 	 304
33 	 325
34 	 314
35 	 330
36 	 345
37 	 347
38 	 343
39 	 359
40 	 360
41 	 341
42 	 374
43 	 390
44 	 401
45 	 368
46 	 361
47 	 393
48 	 361
49 	 396
50 	 395
51 	 391
52 	 412
53 	 408
54 	 420
55 	 404
56 	 417
57 	 396
58 	 386
59 	 437
60 	 377
61 	 407
62 	 391
63 	 429
64 	 400
65 	 443
66 	 458
67 	 452
68 	 418
69 	 458
70 	 477
71 	 446
72 	 432
73 	 497
74 	 459
75 	 486
76 	 460
77 	 489
78 	 485
79 	 522
80 	 534
81 	 519
82 	 505
83 	 530
84 	 530
85 	 551
86 	 527
87 	 509
88 	 542
89 	 530
90 	 501
91 	 501
92 	 459
93 	 461
94 	 482
95 	 489
96 	 490
97 	 514
98 	 455
99 	 463
100 	 441
101 	 457
102 	 439
103 	 462
104 	 467
105 	 483
106 	 488
107 	 474
108 	 441
109 	 434
110 	 437
111 	 421
112 	 434
113 	 448
114 	 433
115 	 428
116 	 457
117 	 420
118 	 441
119 	 442
120 	 413
121 	 460
122 	 446
123 	 404
124 	 404
125 	 397
126 	 415
127 	 431
128 	 394
129 	 416
130 	 409
131 	 449
132 	 421
133 	 462
134 	 398
135 	 435
136 	 409
137 	 404
138 	 413
139 	 382
140 	 391
141 	 420
142 	 397
143 	 412
144 	 401
145 	 434
146 	 399
147 	 438
148 	 424
149 	 389
150 	 421
151 	 407
152 	 423
153 	 409
154 	 379
155 	 412
156 	 379
157 	 419
158 	 390
159 	 386
160 	 419
161 	 362
162 	 437
163 	 399
164 	 440
165 	 408
166 	 452
167 	 445
168 	 400
169 	 417
170 	 420
171 	 420
172 	 366
173 	 418
174 	 418
175 	 437
176 	 397
177 	 428
178 	 434
179 	 418
180 	 412
181 	 428
182 	 452
183 	 450
184 	 442
185 	 416
186 	 421
187 	 424
188 	 435
189 	 428
190 	 436
191 	 439
192 	 406
193 	 421
194 	 407
195 	 365
196 	 375
197 	 380
198 	 398
199 	 350
200 	 336
201 	 288
202 	 279
203 	 296
204 	 293
205 	 274
206 	 254
207 	 263
208 	 249
209 	 227
210 	 213
211 	 183
212 	 218
213 	 178
214 	 171
215 	 179
216 	 188
217 	 162
218 	 180
219 	 171
220 	 162
221 	 166
222 	 146
223 	 150
224 	 136
225 	 142
226 	 145
227 	 158
228 	 128
229 	 120
230 	 141
231 	 146
232 	 139
233 	 139
234 	 111
235 	 137
236 	 159
237 	 138
238 	 124
239 	 133
240 	 147
241 	 145
242 	 126
243 	 120
244 	 110
245 	 135
246 	 154
247 	 135
248 	 126
249 	 121
250 	 119
251 	 137
252 	 145
253 	 151
254 	 178
255 	 182
256 	 166
257 	 165
258 	 180
259 	 228
260 	 208
261 	 239
262 	 303
263 	 356
264 	 353
265 	 404
266 	 490
267 	 553
268 	 659
269 	 805
270 	 921
271 	 1031
272 	 1232
273 	 1401
274 	 1528
275 	 1649
276 	 1862
277 	 2085
278 	 2256
279 	 2537
280 	 2610
281 	 2694
282 	 2930
283 	 2944
284 	 3090
285 	 3079
286 	 3094
287 	 3062
288 	 3007
289 	 2781
290 	 2695
291 	 2656
292 	 2352
293 	 2182
294 	 1964
295 	 1785
296 	 1500
297 	 1404
298 	 1244
299 	 1008
300 	 776
301 	 622
302 	 536
303 	 444
304 	 338
305 	 281
306 	 215
307 	 153
308 	 124
309 	 87
310 	 81
311 	 44
312 	 35
313 	 18
314 	 20
315 	 20
316 	 10
317 	 7
318 	 8
319 	 10
320 	 5
321 	 6
