# Converted file from inputfile C22.CHN
# MCA number or Detector number: 1
# Segment number (set to 1 in UMCBI): 1
# ASCII seconds of start time: 14129
# Real Time (s): 196.600
# Live Time (s) : 195.640
# Start Date (DDMMMYY): 31DEC99
# Start time (HHMM): 1058
# Channel offset of data: 0
# Number of channels (length of data): 1024

# Data: 

0 	 0
1 	 0
2 	 0
3 	 0
4 	 0
5 	 0
6 	 0
7 	 0
8 	 0
9 	 1
10 	 6
11 	 5
12 	 11
13 	 7
14 	 5
15 	 6
16 	 8
17 	 16
18 	 13
19 	 16
20 	 19
21 	 19
22 	 16
23 	 14
24 	 14
25 	 11
26 	 22
27 	 16
28 	 15
29 	 12
30 	 12
31 	 12
32 	 17
33 	 21
34 	 10
35 	 22
36 	 22
37 	 24
38 	 19
39 	 29
40 	 15
41 	 22
42 	 27
43 	 30
44 	 24
45 	 25
46 	 32
47 	 30
48 	 38
49 	 30
50 	 27
51 	 32
52 	 25
53 	 34
54 	 34
55 	 29
56 	 33
57 	 31
58 	 48
59 	 33
60 	 39
61 	 35
62 	 52
63 	 43
64 	 36
65 	 38
66 	 31
67 	 31
68 	 34
69 	 40
70 	 33
71 	 32
72 	 35
73 	 42
74 	 39
75 	 38
76 	 43
77 	 35
78 	 34
79 	 43
80 	 31
81 	 41
82 	 38
83 	 37
84 	 28
85 	 33
86 	 33
87 	 35
88 	 28
89 	 37
90 	 35
91 	 21
92 	 43
93 	 28
94 	 30
95 	 44
96 	 28
97 	 26
98 	 34
99 	 28
100 	 23
101 	 22
102 	 23
103 	 24
104 	 28
105 	 24
106 	 27
107 	 23
108 	 28
109 	 17
110 	 29
111 	 25
112 	 25
113 	 31
114 	 16
115 	 17
116 	 26
117 	 18
118 	 26
119 	 23
120 	 19
121 	 24
122 	 25
123 	 16
124 	 15
125 	 22
126 	 22
127 	 26
128 	 20
129 	 29
130 	 19
131 	 19
132 	 10
133 	 21
134 	 16
135 	 19
136 	 17
137 	 30
138 	 25
139 	 14
140 	 19
141 	 26
142 	 18
143 	 28
144 	 19
145 	 11
146 	 14
147 	 24
148 	 22
149 	 17
150 	 21
151 	 12
152 	 17
153 	 16
154 	 24
155 	 20
156 	 17
157 	 15
158 	 18
159 	 12
160 	 24
161 	 11
162 	 18
163 	 23
164 	 14
165 	 20
166 	 17
167 	 10
168 	 19
169 	 15
170 	 6
171 	 15
172 	 8
173 	 13
174 	 11
175 	 15
176 	 18
177 	 12
178 	 12
179 	 15
180 	 13
181 	 21
182 	 15
183 	 15
184 	 23
185 	 7
186 	 14
187 	 18
188 	 15
189 	 12
190 	 14
191 	 12
192 	 11
193 	 15
194 	 17
195 	 10
196 	 9
197 	 9
198 	 8
199 	 11
200 	 20
201 	 8
202 	 10
203 	 6
204 	 7
205 	 8
206 	 8
207 	 8
208 	 7
209 	 12
210 	 7
211 	 5
212 	 5
213 	 8
214 	 7
215 	 7
216 	 14
217 	 10
218 	 3
219 	 6
220 	 5
221 	 3
222 	 7
223 	 10
224 	 3
225 	 9
226 	 5
227 	 3
228 	 2
229 	 8
230 	 8
231 	 7
232 	 6
233 	 10
234 	 5
235 	 5
236 	 8
237 	 5
238 	 3
239 	 2
240 	 8
241 	 10
242 	 5
243 	 7
244 	 3
245 	 7
246 	 5
247 	 5
248 	 5
249 	 7
250 	 10
251 	 6
252 	 13
253 	 4
254 	 8
255 	 8
256 	 4
257 	 9
258 	 8
259 	 16
260 	 6
261 	 5
262 	 8
263 	 13
264 	 11
265 	 14
266 	 16
267 	 14
268 	 20
269 	 8
270 	 28
271 	 22
272 	 27
273 	 37
274 	 20
275 	 48
276 	 37
277 	 60
278 	 46
279 	 52
280 	 56
281 	 65
282 	 69
283 	 77
284 	 61
285 	 67
286 	 57
287 	 68
288 	 69
289 	 76
290 	 50
291 	 43
292 	 38
293 	 38
294 	 46
295 	 23
296 	 32
297 	 16
298 	 21
299 	 12
300 	 12
301 	 11
302 	 13
303 	 7
304 	 10
305 	 4
306 	 1
307 	 5
308 	 4
309 	 6
310 	 6
311 	 4
312 	 4
313 	 1
314 	 5
315 	 1
316 	 4
317 	 4
318 	 2
319 	 2
320 	 2
321 	 3
322 	 2
323 	 1
324 	 1
325 	 1
326 	 3
327 	 3
328 	 2
