# Converted file from inputfile 00.CHN
# MCA number or Detector number: 1
# Segment number (set to 1 in UMCBI): 1
# ASCII seconds of start time: 14387
# Real Time (s): 45.1400
# Live Time (s) : 45.0000
# Start Date (DDMMMYY): 31DEC99
# Start time (HHMM): 1639
# Channel offset of data: 0
# Number of channels (length of data): 1024

# Data: 

0 	 0
1 	 0
2 	 0
3 	 0
4 	 0
5 	 0
6 	 0
7 	 0
8 	 0
9 	 9
10 	 14
11 	 33
12 	 28
13 	 34
14 	 39
15 	 41
16 	 42
17 	 50
18 	 42
19 	 52
20 	 40
21 	 31
22 	 43
23 	 38
24 	 42
25 	 42
26 	 37
27 	 49
28 	 44
29 	 47
30 	 41
31 	 43
32 	 68
33 	 46
34 	 42
35 	 49
36 	 45
37 	 39
38 	 56
39 	 54
40 	 47
41 	 51
42 	 47
43 	 46
44 	 61
45 	 47
46 	 48
47 	 64
48 	 53
49 	 54
50 	 73
51 	 67
52 	 63
53 	 54
54 	 63
55 	 65
56 	 49
57 	 64
58 	 69
59 	 67
60 	 72
61 	 62
62 	 69
63 	 66
64 	 59
65 	 63
66 	 64
67 	 62
68 	 60
69 	 65
70 	 85
71 	 75
72 	 77
73 	 67
74 	 71
75 	 67
76 	 94
77 	 78
78 	 61
79 	 82
80 	 68
81 	 87
82 	 69
83 	 80
84 	 76
85 	 87
86 	 82
87 	 73
88 	 82
89 	 76
90 	 98
91 	 70
92 	 68
93 	 80
94 	 70
95 	 88
96 	 64
97 	 70
98 	 61
99 	 79
100 	 72
101 	 60
102 	 67
103 	 61
104 	 72
105 	 73
106 	 64
107 	 63
108 	 62
109 	 78
110 	 69
111 	 64
112 	 76
113 	 70
114 	 45
115 	 62
116 	 65
117 	 66
118 	 67
119 	 58
120 	 47
121 	 56
122 	 60
123 	 83
124 	 58
125 	 60
126 	 50
127 	 71
128 	 54
129 	 57
130 	 56
131 	 74
132 	 52
133 	 60
134 	 48
135 	 53
136 	 62
137 	 67
138 	 65
139 	 49
140 	 72
141 	 63
142 	 60
143 	 85
144 	 55
145 	 67
146 	 51
147 	 72
148 	 70
149 	 56
150 	 59
151 	 62
152 	 50
153 	 52
154 	 55
155 	 60
156 	 52
157 	 58
158 	 55
159 	 58
160 	 74
161 	 54
162 	 66
163 	 64
164 	 54
165 	 60
166 	 58
167 	 72
168 	 60
169 	 44
170 	 51
171 	 70
172 	 66
173 	 61
174 	 51
175 	 60
176 	 62
177 	 59
178 	 61
179 	 51
180 	 59
181 	 67
182 	 68
183 	 66
184 	 62
185 	 68
186 	 61
187 	 64
188 	 57
189 	 50
190 	 61
191 	 62
192 	 71
193 	 63
194 	 70
195 	 59
196 	 58
197 	 57
198 	 47
199 	 49
200 	 51
201 	 47
202 	 41
203 	 51
204 	 43
205 	 50
206 	 44
207 	 32
208 	 43
209 	 34
210 	 31
211 	 32
212 	 35
213 	 30
214 	 32
215 	 33
216 	 16
217 	 24
218 	 24
219 	 21
220 	 26
221 	 25
222 	 23
223 	 18
224 	 27
225 	 21
226 	 22
227 	 23
228 	 26
229 	 19
230 	 25
231 	 16
232 	 28
233 	 15
234 	 13
235 	 19
236 	 22
237 	 13
238 	 24
239 	 13
240 	 14
241 	 14
242 	 16
243 	 25
244 	 20
245 	 25
246 	 25
247 	 25
248 	 21
249 	 19
250 	 19
251 	 18
252 	 14
253 	 18
254 	 20
255 	 27
256 	 28
257 	 28
258 	 22
259 	 16
260 	 30
261 	 26
262 	 40
263 	 41
264 	 40
265 	 62
266 	 63
267 	 83
268 	 77
269 	 94
270 	 110
271 	 130
272 	 142
273 	 160
274 	 200
275 	 226
276 	 255
277 	 289
278 	 307
279 	 323
280 	 350
281 	 393
282 	 405
283 	 436
284 	 478
285 	 434
286 	 454
287 	 447
288 	 425
289 	 428
290 	 422
291 	 428
292 	 381
293 	 342
294 	 350
295 	 325
296 	 269
297 	 254
298 	 182
299 	 169
300 	 147
301 	 118
302 	 91
303 	 73
304 	 63
305 	 49
306 	 40
307 	 28
308 	 15
309 	 17
310 	 13
311 	 10
312 	 7
313 	 1
314 	 2
315 	 3
316 	 4
317 	 0
318 	 5
319 	 1
320 	 0
321 	 0
322 	 1
323 	 1
324 	 2
325 	 1
326 	 1
327 	 0
