865,200
910,201
955,202
995,201
1030,200
1070,201
1115,201
1160,202
1210,203
1255,203
1295,202
1340,203
1365,207
1375,216
1380,226
1385,235
1390,245
1395,254
1405,263
1420,272
1435,280
1465,287
1490,293
1525,297
1560,302
1600,304
1645,306
1690,306
1735,306
1775,309
1815,309
1860,311
1910,311
1955,313
1995,311
2030,312
2070,312
2120,314
2160,312
2200,313
2240,314
2280,314
2325,312
2370,311
2405,312
2450,311
